type,deposit,material,color,size,size_label,complexity,price
Дитячий пам'ятник,Берестовецький,granite,black,1200x600x80,Преміум,"Складна, різьблення й декор",51500
Дитячий пам'ятник,Берестовецький,granite,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",64500
Дитячий пам'ятник,Маславський,granite,green,800x450x80,Економ,"Проста форма, гравіювання напису",23500
Дитячий пам'ятник,Маславський,granite,green,800x450x80,Економ,"Базова, портрет і напис",28500
Дитячий пам'ятник,Маславський,granite,green,800x450x80,Економ,"Стандартна, портрет і орнамент",33500
Дитячий пам'ятник,Маславський,granite,green,800x450x80,Економ,"Складна, різьблення й декор",40500
Дитячий пам'ятник,Маславський,granite,green,800x450x80,Економ,"Елітна, скульптура й позолота",50500
Дитячий пам'ятник,Маславський,granite,green,1000x500x80,Стандарт,"Проста форма, гравіювання напису",26500
Дитячий пам'ятник,Маславський,granite,green,1000x500x80,Стандарт,"Базова, портрет і напис",32000
Дитячий пам'ятник,Маславський,granite,green,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",38000
Дитячий пам'ятник,Маславський,granite,green,1000x500x80,Стандарт,"Складна, різьблення й декор",45500
Дитячий пам'ятник,Маславський,granite,green,1000x500x80,Стандарт,"Елітна, скульптура й позолота",57000
Дитячий пам'ятник,Маславський,granite,green,1000x600x80,Збільшений,"Проста форма, гравіювання напису",28500
Дитячий пам'ятник,Маславський,granite,green,1000x600x80,Збільшений,"Базова, портрет і напис",35000
Дитячий пам'ятник,Маславський,granite,green,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",41000
Дитячий пам'ятник,Маславський,granite,green,1000x600x80,Збільшений,"Складна, різьблення й декор",49000
Дитячий пам'ятник,Маславський,granite,green,1000x600x80,Збільшений,"Елітна, скульптура й позолота",61500
Дитячий пам'ятник,Маславський,granite,green,1200x600x80,Преміум,"Проста форма, гравіювання напису",31500
Дитячий пам'ятник,Маславський,granite,green,1200x600x80,Преміум,"Базова, портрет і напис",38000
Дитячий пам'ятник,Маславський,granite,green,1200x600x80,Преміум,"Стандартна, портрет і орнамент",44500
Дитячий пам'ятник,Маславський,granite,green,1200x600x80,Преміум,"Складна, різьблення й декор",53500
Дитячий пам'ятник,Маславський,granite,green,1200x600x80,Преміум,"Елітна, скульптура й позолота",67000
Дитячий пам'ятник,Лезниківський,granite,red,800x450x80,Економ,"Проста форма, гравіювання напису",22500
Дитячий пам'ятник,Лезниківський,granite,red,800x450x80,Економ,"Базова, портрет і напис",27000
Дитячий пам'ятник,Лезниківський,granite,red,800x450x80,Економ,"Стандартна, портрет і орнамент",32000
Дитячий пам'ятник,Лезниківський,granite,red,800x450x80,Економ,"Складна, різьблення й декор",38500
Дитячий пам'ятник,Лезниківський,granite,red,800x450x80,Економ,"Елітна, скульптура й позолота",48000
Дитячий пам'ятник,Лезниківський,granite,red,1000x500x80,Стандарт,"Проста форма, гравіювання напису",25000
Дитячий пам'ятник,Лезниківський,granite,red,1000x500x80,Стандарт,"Базова, портрет і напис",30500
Дитячий пам'ятник,Лезниківський,granite,red,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",35500
Дитячий пам'ятник,Лезниківський,granite,red,1000x500x80,Стандарт,"Складна, різьблення й декор",43000
Дитячий пам'ятник,Лезниківський,granite,red,1000x500x80,Стандарт,"Елітна, скульптура й позолота",53500
Дитячий пам'ятник,Лезниківський,granite,red,1000x600x80,Збільшений,"Проста форма, гравіювання напису",27000
Дитячий пам'ятник,Лезниківський,granite,red,1000x600x80,Збільшений,"Базова, портрет і напис",32500
Дитячий пам'ятник,Лезниківський,granite,red,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",38500
Дитячий пам'ятник,Лезниківський,granite,red,1000x600x80,Збільшений,"Складна, різьблення й декор",46000
Дитячий пам'ятник,Лезниківський,granite,red,1000x600x80,Збільшений,"Елітна, скульптура й позолота",57500
Дитячий пам'ятник,Лезниківський,granite,red,1200x600x80,Преміум,"Проста форма, гравіювання напису",29000
Дитячий пам'ятник,Лезниківський,granite,red,1200x600x80,Преміум,"Базова, портрет і напис",35500
Дитячий пам'ятник,Лезниківський,granite,red,1200x600x80,Преміум,"Стандартна, портрет і орнамент",41500
Дитячий пам'ятник,Лезниківський,granite,red,1200x600x80,Преміум,"Складна, різьблення й декор",50000
Дитячий пам'ятник,Лезниківський,granite,red,1200x600x80,Преміум,"Елітна, скульптура й позолота",62500
Дитячий пам'ятник,Мармур білий,marble,white,800x450x80,Економ,"Проста форма, гравіювання напису",24000
Дитячий пам'ятник,Мармур білий,marble,white,800x450x80,Економ,"Базова, портрет і напис",29000
Дитячий пам'ятник,Мармур білий,marble,white,800x450x80,Економ,"Стандартна, портрет і орнамент",34000
Дитячий пам'ятник,Мармур білий,marble,white,800x450x80,Економ,"Складна, різьблення й декор",41000
Дитячий пам'ятник,Мармур білий,marble,white,800x450x80,Економ,"Елітна, скульптура й позолота",51000
Дитячий пам'ятник,Мармур білий,marble,white,1000x500x80,Стандарт,"Проста форма, гравіювання напису",27000
Дитячий пам'ятник,Мармур білий,marble,white,1000x500x80,Стандарт,"Базова, портрет і напис",33000
Дитячий пам'ятник,Мармур білий,marble,white,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",38500
Дитячий пам'ятник,Мармур білий,marble,white,1000x500x80,Стандарт,"Складна, різьблення й декор",46500
Дитячий пам'ятник,Мармур білий,marble,white,1000x500x80,Стандарт,"Елітна, скульптура й позолота",58000
Дитячий пам'ятник,Мармур білий,marble,white,1000x600x80,Збільшений,"Проста форма, гравіювання напису",29500
Дитячий пам'ятник,Мармур білий,marble,white,1000x600x80,Збільшений,"Базова, портрет і напис",35500
Дитячий пам'ятник,Мармур білий,marble,white,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",42000
Дитячий пам'ятник,Мармур білий,marble,white,1000x600x80,Збільшений,"Складна, різьблення й декор",50500
Дитячий пам'ятник,Мармур білий,marble,white,1000x600x80,Збільшений,"Елітна, скульптура й позолота",63000
Дитячий пам'ятник,Мармур білий,marble,white,1200x600x80,Преміум,"Проста форма, гравіювання напису",32000
Дитячий пам'ятник,Мармур білий,marble,white,1200x600x80,Преміум,"Базова, портрет і напис",39000
Дитячий пам'ятник,Мармур білий,marble,white,1200x600x80,Преміум,"Стандартна, портрет і орнамент",46000
Дитячий пам'ятник,Мармур білий,marble,white,1200x600x80,Преміум,"Складна, різьблення й декор",55000
Дитячий пам'ятник,Мармур білий,marble,white,1200x600x80,Преміум,"Елітна, скульптура й позолота",69000
Хрест гранітний,Покостівський,granite,grey,800x450x80,Економ,"Проста форма, гравіювання напису",20000
Хрест гранітний,Покостівський,granite,grey,800x450x80,Економ,"Базова, портрет і напис",24000
Хрест гранітний,Покостівський,granite,grey,800x450x80,Економ,"Стандартна, портрет і орнамент",28500
Хрест гранітний,Покостівський,granite,grey,800x450x80,Економ,"Складна, різьблення й декор",34000
Хрест гранітний,Покостівський,granite,grey,800x450x80,Економ,"Елітна, скульптура й позолота",42500
Хрест гранітний,Покостівський,granite,grey,1000x500x80,Стандарт,"Проста форма, гравіювання напису",21500
Хрест гранітний,Покостівський,granite,grey,1000x500x80,Стандарт,"Базова, портрет і напис",26000
Хрест гранітний,Покостівський,granite,grey,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",30500
Хрест гранітний,Покостівський,granite,grey,1000x500x80,Стандарт,"Складна, різьблення й декор",37000
Хрест гранітний,Покостівський,granite,grey,1000x500x80,Стандарт,"Елітна, скульптура й позолота",46000
Хрест гранітний,Покостівський,granite,grey,1000x600x80,Збільшений,"Проста форма, гравіювання напису",22500
Хрест гранітний,Покостівський,granite,grey,1000x600x80,Збільшений,"Базова, портрет і напис",27500
Хрест гранітний,Покостівський,granite,grey,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",32500
Хрест гранітний,Покостівський,granite,grey,1000x600x80,Збільшений,"Складна, різьблення й декор",39000
Хрест гранітний,Покостівський,granite,grey,1000x600x80,Збільшений,"Елітна, скульптура й позолота",48500
Хрест гранітний,Покостівський,granite,grey,1200x600x80,Преміум,"Проста форма, гравіювання напису",24000
Хрест гранітний,Покостівський,granite,grey,1200x600x80,Преміум,"Базова, портрет і напис",29500
Хрест гранітний,Покостівський,granite,grey,1200x600x80,Преміум,"Стандартна, портрет і орнамент",34500
Хрест гранітний,Покостівський,granite,grey,1200x600x80,Преміум,"Складна, різьблення й декор",41500
Хрест гранітний,Покостівський,granite,grey,1200x600x80,Преміум,"Елітна, скульптура й позолота",51500
Хрест гранітний,Габро (Головинське),gabbro,black,800x450x80,Економ,"Проста форма, гравіювання напису",20500
Хрест гранітний,Габро (Головинське),gabbro,black,800x450x80,Економ,"Базова, портрет і напис",24500
Хрест гранітний,Габро (Головинське),gabbro,black,800x450x80,Економ,"Стандартна, портрет і орнамент",29000
Хрест гранітний,Габро (Головинське),gabbro,black,800x450x80,Економ,"Складна, різьблення й декор",35000
Хрест гранітний,Габро (Головинське),gabbro,black,800x450x80,Економ,"Елітна, скульптура й позолота",43500
Хрест гранітний,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",22000
Хрест гранітний,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Базова, портрет і напис",27000
Хрест гранітний,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",31500
Хрест гранітний,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Складна, різьблення й декор",38000
Хрест гранітний,Габро (Головинське),gabbro,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",47500
Хрест гранітний,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",23500
Хрест гранітний,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Базова, портрет і напис",28500
Хрест гранітний,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",33500
Хрест гранітний,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Складна, різьблення й декор",40500
Хрест гранітний,Габро (Головинське),gabbro,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",50500
Хрест гранітний,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",25000
Хрест гранітний,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Базова, портрет і напис",30500
Хрест гранітний,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",36000
Хрест гранітний,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Складна, різьблення й декор",43000
Хрест гранітний,Габро (Головинське),gabbro,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",54000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Проста форма, гравіювання напису",21000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Базова, портрет і напис",25500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Стандартна, портрет і орнамент",30000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Складна, різьблення й декор",36000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,800x450x80,Економ,"Елітна, скульптура й позолота",45000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",23000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x500x80,Стандарт,"Базова, портрет і напис",28000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",33000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x500x80,Стандарт,"Складна, різьблення й декор",39500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",49500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",24500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x600x80,Збільшений,"Базова, портрет і напис",30000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",35500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x600x80,Збільшений,"Складна, різьблення й декор",42500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",53000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",26500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1200x600x80,Преміум,"Базова, портрет і напис",32000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",38000
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1200x600x80,Преміум,"Складна, різьблення й декор",45500
Хрест гранітний,Лабрадорит (Добринський),labradorite,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",57000
Хрест гранітний,Корнинський,granite,grey,800x450x80,Економ,"Проста форма, гравіювання напису",21000
Хрест гранітний,Корнинський,granite,grey,800x450x80,Економ,"Базова, портрет і напис",25500
Хрест гранітний,Корнинський,granite,grey,800x450x80,Економ,"Стандартна, портрет і орнамент",30000
Хрест гранітний,Корнинський,granite,grey,800x450x80,Економ,"Складна, різьблення й декор",36000
Хрест гранітний,Корнинський,granite,grey,800x450x80,Економ,"Елітна, скульптура й позолота",45500
Хрест гранітний,Корнинський,granite,grey,1000x500x80,Стандарт,"Проста форма, гравіювання напису",23500
Хрест гранітний,Корнинський,granite,grey,1000x500x80,Стандарт,"Базова, портрет і напис",28500
Хрест гранітний,Корнинський,granite,grey,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",33500
Хрест гранітний,Корнинський,granite,grey,1000x500x80,Стандарт,"Складна, різьблення й декор",40000
Хрест гранітний,Корнинський,granite,grey,1000x500x80,Стандарт,"Елітна, скульптура й позолота",50000
Хрест гранітний,Корнинський,granite,grey,1000x600x80,Збільшений,"Проста форма, гравіювання напису",25000
Хрест гранітний,Корнинський,granite,grey,1000x600x80,Збільшений,"Базова, портрет і напис",30000
Хрест гранітний,Корнинський,granite,grey,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",35500
Хрест гранітний,Корнинський,granite,grey,1000x600x80,Збільшений,"Складна, різьблення й декор",42500
Хрест гранітний,Корнинський,granite,grey,1000x600x80,Збільшений,"Елітна, скульптура й позолота",53500
Хрест гранітний,Корнинський,granite,grey,1200x600x80,Преміум,"Проста форма, гравіювання напису",27000
Хрест гранітний,Корнинський,granite,grey,1200x600x80,Преміум,"Базова, портрет і напис",32500
Хрест гранітний,Корнинський,granite,grey,1200x600x80,Преміум,"Стандартна, портрет і орнамент",38000
Хрест гранітний,Корнинський,granite,grey,1200x600x80,Преміум,"Складна, різьблення й декор",46000
Хрест гранітний,Корнинський,granite,grey,1200x600x80,Преміум,"Елітна, скульптура й позолота",57500
Хрест гранітний,Капустинський,granite,red,800x450x80,Економ,"Проста форма, гравіювання напису",21500
Хрест гранітний,Капустинський,granite,red,800x450x80,Економ,"Базова, портрет і напис",26000
Хрест гранітний,Капустинський,granite,red,800x450x80,Економ,"Стандартна, портрет і орнамент",30500
Хрест гранітний,Капустинський,granite,red,800x450x80,Економ,"Складна, різьблення й декор",36500
Хрест гранітний,Капустинський,granite,red,800x450x80,Економ,"Елітна, скульптура й позолота",46000
Хрест гранітний,Капустинський,granite,red,1000x500x80,Стандарт,"Проста форма, гравіювання напису",23500
Хрест гранітний,Капустинський,granite,red,1000x500x80,Стандарт,"Базова, портрет і напис",28500
Хрест гранітний,Капустинський,granite,red,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",34000
Хрест гранітний,Капустинський,granite,red,1000x500x80,Стандарт,"Складна, різьблення й декор",40500
Хрест гранітний,Капустинський,granite,red,1000x500x80,Стандарт,"Елітна, скульптура й позолота",50500
Хрест гранітний,Капустинський,granite,red,1000x600x80,Збільшений,"Проста форма, гравіювання напису",25500
Хрест гранітний,Капустинський,granite,red,1000x600x80,Збільшений,"Базова, портрет і напис",30500
Хрест гранітний,Капустинський,granite,red,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",36000
Хрест гранітний,Капустинський,granite,red,1000x600x80,Збільшений,"Складна, різьблення й декор",43500
Хрест гранітний,Капустинський,granite,red,1000x600x80,Збільшений,"Елітна, скульптура й позолота",54000
Хрест гранітний,Капустинський,granite,red,1200x600x80,Преміум,"Проста форма, гравіювання напису",27000
Хрест гранітний,Капустинський,granite,red,1200x600x80,Преміум,"Базова, портрет і напис",33000
Хрест гранітний,Капустинський,granite,red,1200x600x80,Преміум,"Стандартна, портрет і орнамент",39000
Хрест гранітний,Капустинський,granite,red,1200x600x80,Преміум,"Складна, різьблення й декор",46500
Хрест гранітний,Капустинський,granite,red,1200x600x80,Преміум,"Елітна, скульптура й позолота",58500
Хрест гранітний,Танський,granite,grey,800x450x80,Економ,"Проста форма, гравіювання напису",21500
Хрест гранітний,Танський,granite,grey,800x450x80,Економ,"Базова, портрет і напис",26000
Хрест гранітний,Танський,granite,grey,800x450x80,Економ,"Стандартна, портрет і орнамент",30500
Хрест гранітний,Танський,granite,grey,800x450x80,Економ,"Складна, різьблення й декор",36500
Хрест гранітний,Танський,granite,grey,800x450x80,Економ,"Елітна, скульптура й позолота",46000
Хрест гранітний,Танський,granite,grey,1000x500x80,Стандарт,"Проста форма, гравіювання напису",23500
Хрест гранітний,Танський,granite,grey,1000x500x80,Стандарт,"Базова, портрет і напис",29000
Хрест гранітний,Танський,granite,grey,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",34000
Хрест гранітний,Танський,granite,grey,1000x500x80,Стандарт,"Складна, різьблення й декор",40500
Хрест гранітний,Танський,granite,grey,1000x500x80,Стандарт,"Елітна, скульптура й позолота",51000
Хрест гранітний,Танський,granite,grey,1000x600x80,Збільшений,"Проста форма, гравіювання напису",25500
Хрест гранітний,Танський,granite,grey,1000x600x80,Збільшений,"Базова, портрет і напис",31000
Хрест гранітний,Танський,granite,grey,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",36500
Хрест гранітний,Танський,granite,grey,1000x600x80,Збільшений,"Складна, різьблення й декор",43500
Хрест гранітний,Танський,granite,grey,1000x600x80,Збільшений,"Елітна, скульптура й позолота",54500
Хрест гранітний,Танський,granite,grey,1200x600x80,Преміум,"Проста форма, гравіювання напису",27500
Хрест гранітний,Танський,granite,grey,1200x600x80,Преміум,"Базова, портрет і напис",33000
Хрест гранітний,Танський,granite,grey,1200x600x80,Преміум,"Стандартна, портрет і орнамент",39000
Хрест гранітний,Танський,granite,grey,1200x600x80,Преміум,"Складна, різьблення й декор",47000
Хрест гранітний,Танський,granite,grey,1200x600x80,Преміум,"Елітна, скульптура й позолота",58500
Хрест гранітний,Софіївський,granite,grey,800x450x80,Економ,"Проста форма, гравіювання напису",21500
Хрест гранітний,Софіївський,granite,grey,800x450x80,Економ,"Базова, портрет і напис",26000
Хрест гранітний,Софіївський,granite,grey,800x450x80,Економ,"Стандартна, портрет і орнамент",30500
Хрест гранітний,Софіївський,granite,grey,800x450x80,Економ,"Складна, різьблення й декор",37000
Хрест гранітний,Софіївський,granite,grey,800x450x80,Економ,"Елітна, скульптура й позолота",46000
Хрест гранітний,Софіївський,granite,grey,1000x500x80,Стандарт,"Проста форма, гравіювання напису",24000
Хрест гранітний,Софіївський,granite,grey,1000x500x80,Стандарт,"Базова, портрет і напис",29000
Хрест гранітний,Софіївський,granite,grey,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",34000
Хрест гранітний,Софіївський,granite,grey,1000x500x80,Стандарт,"Складна, різьблення й декор",41000
Хрест гранітний,Софіївський,granite,grey,1000x500x80,Стандарт,"Елітна, скульптура й позолота",51000
Хрест гранітний,Софіївський,granite,grey,1000x600x80,Збільшений,"Проста форма, гравіювання напису",25500
Хрест гранітний,Софіївський,granite,grey,1000x600x80,Збільшений,"Базова, портрет і напис",31000
Хрест гранітний,Софіївський,granite,grey,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",36500
Хрест гранітний,Софіївський,granite,grey,1000x600x80,Збільшений,"Складна, різьблення й декор",43500
Хрест гранітний,Софіївський,granite,grey,1000x600x80,Збільшений,"Елітна, скульптура й позолота",54500
Хрест гранітний,Софіївський,granite,grey,1200x600x80,Преміум,"Проста форма, гравіювання напису",27500
Хрест гранітний,Софіївський,granite,grey,1200x600x80,Преміум,"Базова, портрет і напис",33500
Хрест гранітний,Софіївський,granite,grey,1200x600x80,Преміум,"Стандартна, портрет і орнамент",39500
Хрест гранітний,Софіївський,granite,grey,1200x600x80,Преміум,"Складна, різьблення й декор",47000
Хрест гранітний,Софіївський,granite,grey,1200x600x80,Преміум,"Елітна, скульптура й позолота",59000
Хрест гранітний,Межиріченський,granite,red,800x450x80,Економ,"Проста форма, гравіювання напису",21500
Хрест гранітний,Межиріченський,granite,red,800x450x80,Економ,"Базова, портрет і напис",26000
Хрест гранітний,Межиріченський,granite,red,800x450x80,Економ,"Стандартна, портрет і орнамент",31000
Хрест гранітний,Межиріченський,granite,red,800x450x80,Економ,"Складна, різьблення й декор",37000
Хрест гранітний,Межиріченський,granite,red,800x450x80,Економ,"Елітна, скульптура й позолота",46500
Хрест гранітний,Межиріченський,granite,red,1000x500x80,Стандарт,"Проста форма, гравіювання напису",24000
Хрест гранітний,Межиріченський,granite,red,1000x500x80,Стандарт,"Базова, портрет і напис",29000
Хрест гранітний,Межиріченський,granite,red,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",34500
Хрест гранітний,Межиріченський,granite,red,1000x500x80,Стандарт,"Складна, різьблення й декор",41000
Хрест гранітний,Межиріченський,granite,red,1000x500x80,Стандарт,"Елітна, скульптура й позолота",51500
Хрест гранітний,Межиріченський,granite,red,1000x600x80,Збільшений,"Проста форма, гравіювання напису",25500
Хрест гранітний,Межиріченський,granite,red,1000x600x80,Збільшений,"Базова, портрет і напис",31000
Хрест гранітний,Межиріченський,granite,red,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",36500
Хрест гранітний,Межиріченський,granite,red,1000x600x80,Збільшений,"Складна, різьблення й декор",44000
Хрест гранітний,Межиріченський,granite,red,1000x600x80,Збільшений,"Елітна, скульптура й позолота",55000
Хрест гранітний,Межиріченський,granite,red,1200x600x80,Преміум,"Проста форма, гравіювання напису",27500
Хрест гранітний,Межиріченський,granite,red,1200x600x80,Преміум,"Базова, портрет і напис",33500
Хрест гранітний,Межиріченський,granite,red,1200x600x80,Преміум,"Стандартна, портрет і орнамент",39500
Хрест гранітний,Межиріченський,granite,red,1200x600x80,Преміум,"Складна, різьблення й декор",47500
Хрест гранітний,Межиріченський,granite,red,1200x600x80,Преміум,"Елітна, скульптура й позолота",59500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Проста форма, гравіювання напису",21500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Базова, портрет і напис",26500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Стандартна, портрет і орнамент",31000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Складна, різьблення й декор",37000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,800x450x80,Економ,"Елітна, скульптура й позолота",46500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",24000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Базова, портрет і напис",29000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",34500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Складна, різьблення й декор",41500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",51500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",26000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Базова, портрет і напис",31500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",37000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Складна, різьблення й декор",44000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",55500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",28000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Базова, портрет і напис",34000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",40000
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Складна, різьблення й декор",47500
Хрест гранітний,Лабрадорит (Горбулівський),labradorite,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",59500
Хрест гранітний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Проста форма, гравіювання напису",21500
Хрест гранітний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Базова, портрет і напис",26500
Хрест гранітний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Стандартна, портрет і орнамент",31000
Хрест гранітний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Складна, різьблення й декор",37000
Хрест гранітний,Габро (Букинське),gabbro,black,800x450x80,Економ,"Елітна, скульптура й позолота",46500
Хрест гранітний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Проста форма, гравіювання напису",24000
Хрест гранітний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Базова, портрет і напис",29500
Хрест гранітний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Стандартна, портрет і орнамент",34500
Хрест гранітний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Складна, різьблення й декор",41500
Хрест гранітний,Габро (Букинське),gabbro,black,1000x500x80,Стандарт,"Елітна, скульптура й позолота",52000
Хрест гранітний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Проста форма, гравіювання напису",26000
Хрест гранітний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Базова, портрет і напис",31500
Хрест гранітний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Стандартна, портрет і орнамент",37000
Хрест гранітний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Складна, різьблення й декор",44500
Хрест гранітний,Габро (Букинське),gabbro,black,1000x600x80,Збільшений,"Елітна, скульптура й позолота",55500
Хрест гранітний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Проста форма, гравіювання напису",28000
Хрест гранітний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Базова, портрет і напис",34000
Хрест гранітний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Стандартна, портрет і орнамент",40000
Хрест гранітний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Складна, різьблення й декор",48000
Хрест гранітний,Габро (Букинське),gabbro,black,1200x600x80,Преміум,"Елітна, скульптура й позолота",60000
Хрест гранітний,Дідковицький,granite,green,800x450x80,Економ,"Проста форма, гравіювання напису",22000
Хрест гранітний,Дідковицький,granite,green,800x450x80,Економ,"Базова, портрет і напис",26500
Хрест гранітний,Дідковицький,granite,green,800x450x80,Економ,"Стандартна, портрет і орнамент",31500
Хрест гранітний,Дідковицький,granite,green,800x450x80,Економ,"Складна, різьблення й декор",37500
